1,0,1689,385,146,332,1,-1,-1,-1
1,1,1303,503,61,139,1,-1,-1,-1
1,2,1258,569,40,91,1,-1,-1,-1
1,3,31,525,113,257,1,-1,-1,-1
1,4,1800,483,94,214,1,-1,-1,-1
2,0,1689,385,146,332,1,-1,-1,-1
2,1,1312,503,61,139,1,-1,-1,-1
2,2,1254,537,52,118,1,-1,-1,-1
2,3,55,542,94,214,1,-1,-1,-1
2,4,1744,476,123,280,1,-1,-1,-1
2,5,1641,494,40,91,1,-1,-1,-1
3,0,1664,418,135,307,1,-1,-1,-1
3,1,1312,503,61,139,1,-1,-1,-1
3,3,51,555,87,199,1,-1,-1,-1
3,4,1776,473,113,257,1,-1,-1,-1
3,6,1742,513,94,214,1,-1,-1,-1
4,0,1668,371,159,362,1,-1,-1,-1
4,1,1305,500,67,153,1,-1,-1,-1
4,3,58,566,79,181,1,-1,-1,-1
4,4,1759,473,113,257,1,-1,-1,-1
4,7,1852,505,30,70,1,-1,-1,-1
5,0,1643,396,159,362,1,-1,-1,-1
5,1,1318,537,52,118,1,-1,-1,-1
5,4,1692,371,159,362,1,-1,-1,-1
5,7,1848,505,30,70,1,-1,-1,-1
6,0,1666,385,146,332,1,-1,-1,-1
6,1,1318,537,52,118,1,-1,-1,-1
6,4,1741,473,113,257,1,-1,-1,-1
6,7,1849,510,28,64,1,-1,-1,-1
6,8,1333,498,56,128,1,-1,-1,-1
6,9,107,494,103,234,1,-1,-1,-1
7,0,1668,371,159,362,1,-1,-1,-1
7,1,1316,489,67,153,1,-1,-1,-1
7,7,1849,510,28,64,1,-1,-1,-1
7,8,1351,506,56,128,1,-1,-1,-1
8,0,1668,371,159,362,1,-1,-1,-1
8,1,1322,494,61,139,1,-1,-1,-1
8,7,1848,505,30,70,1,-1,-1,-1
8,10,123,494,103,234,1,-1,-1,-1
9,0,1666,385,146,332,1,-1,-1,-1
9,1,1326,489,67,153,1,-1,-1,-1
9,7,1848,505,30,70,1,-1,-1,-1
9,11,1727,418,135,307,1,-1,-1,-1
9,12,1274,551,43,98,1,-1,-1,-1
9,13,266,463,103,234,1,-1,-1,-1
10,0,1689,385,146,332,1,-1,-1,-1
10,1,1326,500,67,153,1,-1,-1,-1
10,7,1849,510,28,64,1,-1,-1,-1
10,12,1278,545,47,108,1,-1,-1,-1
10,13,266,463,103,234,1,-1,-1,-1
11,0,1689,385,146,332,1,-1,-1,-1
11,1,1326,500,67,153,1,-1,-1,-1
11,12,1278,545,47,108,1,-1,-1,-1
11,13,266,463,103,234,1,-1,-1,-1
11,14,171,481,26,59,1,-1,-1,-1
12,0,1689,408,146,332,1,-1,-1,-1
12,1,1326,490,73,167,1,-1,-1,-1
13,0,1689,385,146,332,1,-1,-1,-1
13,1,1326,490,73,167,1,-1,-1,-1
13,15,1643,408,146,332,1,-1,-1,-1
13,16,151,501,28,64,1,-1,-1,-1
13,17,1286,545,47,108,1,-1,-1,-1
13,18,1867,391,30,70,1,-1,-1,-1
14,0,1668,371,159,362,1,-1,-1,-1
14,1,1326,490,73,167,1,-1,-1,-1
14,15,1619,396,159,362,1,-1,-1,-1
14,18,1867,391,30,70,1,-1,-1,-1
15,0,1668,371,159,362,1,-1,-1,-1
15,1,1336,500,67,153,1,-1,-1,-1
15,15,1619,396,159,362,1,-1,-1,-1
15,18,1867,393,26,59,1,-1,-1,-1
15,19,1825,535,33,76,1,-1,-1,-1
15,20,-52,254,270,614,1,-1,-1,-1
16,0,1668,371,159,362,1,-1,-1,-1
16,1,1336,500,67,153,1,-1,-1,-1
16,15,1619,396,159,362,1,-1,-1,-1
16,19,1834,532,36,83,1,-1,-1,-1
17,0,1711,408,146,332,1,-1,-1,-1
17,1,1336,500,67,153,1,-1,-1,-1
17,15,1666,385,146,332,1,-1,-1,-1
18,1,1350,503,61,139,1,-1,-1,-1
18,15,1666,408,146,332,1,-1,-1,-1
18,21,-52,254,270,614,1,-1,-1,-1
18,22,1836,541,33,76,1,-1,-1,-1
18,23,1295,461,87,199,1,-1,-1,-1
19,1,1350,503,61,139,1,-1,-1,-1
19,15,1666,408,146,332,1,-1,-1,-1
19,22,1836,541,33,76,1,-1,-1,-1
19,23,1291,454,94,214,1,-1,-1,-1
19,24,1594,396,159,362,1,-1,-1,-1
20,1,1349,490,73,167,1,-1,-1,-1
20,15,1643,371,159,362,1,-1,-1,-1
20,22,1838,543,30,70,1,-1,-1,-1
20,23,1308,474,87,199,1,-1,-1,-1
20,24,1594,396,159,362,1,-1,-1,-1
20,25,-52,254,270,614,1,-1,-1,-1
21,1,1349,490,73,167,1,-1,-1,-1
21,15,1643,371,159,362,1,-1,-1,-1
21,23,1308,474,87,199,1,-1,-1,-1
21,24,1594,396,159,362,1,-1,-1,-1
22,1,1349,490,73,167,1,-1,-1,-1
22,15,1643,396,159,362,1,-1,-1,-1
22,23,1314,468,79,181,1,-1,-1,-1
22,24,1594,371,159,362,1,-1,-1,-1
22,26,-52,254,270,614,1,-1,-1,-1
22,27,1792,456,73,167,1,-1,-1,-1
22,28,298,463,103,234,1,-1,-1,-1
23,1,1349,490,73,167,1,-1,-1,-1
23,15,1643,354,175,398,1,-1,-1,-1
23,23,1315,468,73,167,1,-1,-1,-1
23,24,1589,381,175,398,1,-1,-1,-1
23,27,1792,456,73,167,1,-1,-1,-1
24,1,1349,490,73,167,1,-1,-1,-1
24,15,1668,371,159,362,1,-1,-1,-1
24,23,1326,479,73,167,1,-1,-1,-1
24,24,1619,396,159,362,1,-1,-1,-1
24,27,1804,475,61,139,1,-1,-1,-1
24,29,-52,254,270,614,1,-1,-1,-1
25,1,1349,490,73,167,1,-1,-1,-1
25,15,1668,371,159,362,1,-1,-1,-1
25,23,1326,479,73,167,1,-1,-1,-1
25,24,1619,396,159,362,1,-1,-1,-1
25,30,1840,532,36,83,1,-1,-1,-1
25,31,1843,357,79,181,1,-1,-1,-1
26,1,1349,490,73,167,1,-1,-1,-1
26,15,1668,371,159,362,1,-1,-1,-1
26,23,1326,479,73,167,1,-1,-1,-1
26,24,1619,396,159,362,1,-1,-1,-1
26,30,1835,557,26,59,1,-1,-1,-1
26,31,1843,357,79,181,1,-1,-1,-1
26,32,-52,254,270,614,1,-1,-1,-1
26,33,312,500,30,70,1,-1,-1,-1
26,34,31,296,270,614,1,-1,-1,-1
27,1,1349,490,73,167,1,-1,-1,-1
27,15,1670,381,175,398,1,-1,-1,-1
27,23,1326,479,73,167,1,-1,-1,-1
27,24,1616,354,175,398,1,-1,-1,-1
27,30,1831,557,26,59,1,-1,-1,-1
27,31,1831,357,79,181,1,-1,-1,-1
28,1,1349,490,73,167,1,-1,-1,-1
28,23,1308,461,87,199,1,-1,-1,-1
28,24,1616,354,175,398,1,-1,-1,-1
28,31,1831,357,79,181,1,-1,-1,-1
29,1,1349,490,73,167,1,-1,-1,-1
29,23,1308,461,87,199,1,-1,-1,-1
29,24,1619,371,159,362,1,-1,-1,-1
29,35,31,254,270,614,1,-1,-1,-1
29,36,1569,396,159,362,1,-1,-1,-1
29,37,1689,430,146,332,1,-1,-1,-1
30,1,1339,480,79,181,1,-1,-1,-1
30,23,1281,431,103,234,1,-1,-1,-1
30,24,1616,354,175,398,1,-1,-1,-1
30,35,31,254,270,614,1,-1,-1,-1
30,36,1562,381,175,398,1,-1,-1,-1
30,38,1810,533,30,70,1,-1,-1,-1
30,39,1821,526,103,234,1,-1,-1,-1
31,1,1349,490,73,167,1,-1,-1,-1
31,23,1326,479,73,167,1,-1,-1,-1
31,24,1616,354,175,398,1,-1,-1,-1
31,35,31,254,270,614,1,-1,-1,-1
31,36,1562,381,175,398,1,-1,-1,-1
31,38,1815,549,26,59,1,-1,-1,-1
31,39,1829,542,94,214,1,-1,-1,-1
31,40,1873,374,36,83,1,-1,-1,-1
32,1,1349,490,73,167,1,-1,-1,-1
32,23,1308,461,87,199,1,-1,-1,-1
32,24,1619,396,159,362,1,-1,-1,-1
33,1,1339,480,79,181,1,-1,-1,-1
33,23,1295,461,87,199,1,-1,-1,-1
33,24,1616,354,175,398,1,-1,-1,-1
33,41,1752,290,207,470,1,-1,-1,-1
33,42,73,254,270,614,1,-1,-1,-1
33,43,1692,420,159,362,1,-1,-1,-1
34,1,1349,490,73,167,1,-1,-1,-1
34,23,1308,461,87,199,1,-1,-1,-1
34,24,1616,354,175,398,1,-1,-1,-1
34,41,1752,290,207,470,1,-1,-1,-1
